Latitude,Longitude,Date,Depth (m),Temperature (°C),Salinity (PSU),Pressure (dbar),DOXY (Âµmol/kg),Nitrate (Âµmol/L),Phosphate (Âµmol/L),Silicate (Âµmol/L),pH,Chlorophyll-a (mg/mÂ³),Density (kg/mÂ³),Potential Density (kg/mÂ³),Total Alkalinity (Âµmol/kg),pCOâ (Âµatm),Fluorescence (a.u.),Turbidity (NTU),PAR (Âµmol/mÂ²/s),Ocean Region
14.43,93.32,1/6/2024 22:48,666.6666667,14.69,36.862,666.3,188.1,16.57,1.725,27.34,7.818,0.026,1000.55,1000.68,2411.7,339.7,0.021,0.001,0,Bay of Bengal
14.43,93.32,12/27/2024 19:52,777.7777778,13.15,37.016,779.6,137.57,17.49,1.924,31.27,7.823,0.008,1000.98,1001.14,2316.9,358.1,0.004,0.001,0,Bay of Bengal
14.43,93.32,12/21/2024 13:37,888.8888889,11.81,36.031,889.3,143.09,20.27,1.781,37.17,7.887,0.001,1000.46,1000.64,2338.6,322.4,0.001,0,0,Bay of Bengal
14.43,93.32,4/16/2024 3:08,1000,9.5,36.534,1000.9,75.88,23.24,2.189,41.13,7.704,0.001,1001.33,1001.53,2470.2,309.6,0.002,0,0,Bay of Bengal
5.7,91.29,4/5/2025 9:50,0,29.84,34.424,-1.3,185.29,4.82,0.262,0.7,8.164,1.074,995.57,995.57,2352,368.5,1.066,3.409,2000,Bay of Bengal
5.7,91.29,11/16/2024 23:42,111.1111111,26.1,35.833,113.1,172.63,6.95,0.496,5.75,7.992,0.836,997.45,997.47,2407.1,358.4,0.169,0.983,216.7,Bay of Bengal
5.7,91.29,6/22/2025 22:08,222.2222222,24.81,35.426,221.6,206.61,7.2,0.665,9.76,8.057,0.192,997.38,997.42,2359.9,386.2,0.304,0.421,23.5,Bay of Bengal
5.7,91.29,1/31/2024 11:54,333.3333333,21.68,35.593,334.3,181.08,9.96,0.964,14.95,8.057,0.059,998.14,998.21,2323,364.6,0.156,0.146,2.5,Bay of Bengal
5.7,91.29,6/3/2024 13:10,444.4444444,19.18,35.075,446,184.93,12.67,1.011,18.08,8.011,0.061,998.22,998.31,2332.6,389.6,0.034,0.013,0.3,Bay of Bengal
5.7,91.29,3/12/2024 11:51,555.5555556,17.41,35.189,555.5,153.56,11.97,1.587,22.51,8.026,0.048,998.67,998.78,2399.4,359.2,0.042,0.016,0,Bay of Bengal
5.7,91.29,5/27/2024 5:33,666.6666667,16.2,35.623,666.2,97.83,13.35,1.412,28.15,7.831,0.008,999.26,999.39,2282.4,361.3,0.016,0.004,0,Bay of Bengal
5.7,91.29,7/23/2024 17:02,777.7777778,12.54,35.743,778.7,159.51,19.94,1.859,32.81,7.878,0.016,1000.09,1000.25,2399,312.8,0.009,0,0,Bay of Bengal
5.7,91.29,5/9/2024 22:19,888.8888889,11.32,36.451,888,154.9,20.72,1.908,35.68,7.76,0.008,1000.9,1001.08,2463.4,331.4,0.003,0,0,Bay of Bengal
5.7,91.29,1/12/2024 14:41,1000,8.86,37.149,998.7,112.4,20.34,2.251,40.17,7.87,0.009,1001.95,1002.15,2308.9,340.3,0.001,0,0,Bay of Bengal
-20.81,68.77,2/7/2024 5:56,0,29.93,34.066,1,243.85,3.66,0.459,0.37,8.166,1.056,995.27,995.27,2268.6,381.4,0.587,0.305,2000,South Indian Ocean
-20.81,68.77,10/27/2024 21:10,111.1111111,26.91,34.476,111.1,182.76,6.71,0.545,5.2,8.12,0.719,996.2,996.22,2337.6,399,0.804,1.092,216.7,South Indian Ocean
-20.81,68.77,2/13/2024 10:19,222.2222222,24.96,35.01,223.8,158.16,6.24,0.644,9.23,8.082,0.251,997.02,997.06,2217.9,391.9,0.364,0.405,23.5,South Indian Ocean
-20.81,68.77,2/10/2024 7:43,333.3333333,21.48,35.542,332.7,213.93,9.9,1.13,13.86,7.932,0.03,998.14,998.21,2394,381.3,0.113,0.097,2.5,South Indian Ocean
-20.81,68.77,1/20/2024 2:38,444.4444444,19.36,35.857,443.3,143.35,9.68,1.029,17.9,7.913,0.111,998.81,998.9,2278.2,386.4,0.084,0.032,0.3,South Indian Ocean
-20.81,68.77,6/23/2025 10:51,555.5555556,18.61,36.824,553.9,160,13.75,1.36,22.49,7.947,0.058,999.74,999.85,2437.9,398.7,0.023,0.015,0,South Indian Ocean
-20.81,68.77,5/12/2024 17:15,666.6666667,14.68,35.16,666,120.69,15.29,1.386,27.63,7.963,0.007,999.19,999.32,2244.1,384.1,0.007,0.005,0,South Indian Ocean
-20.81,68.77,8/24/2025 9:01,777.7777778,12.81,35.719,775.8,156.04,19.18,1.998,32.72,7.773,0.009,1000.01,1000.17,2350.5,323.8,0.009,0.001,0,South Indian Ocean
-20.81,68.77,6/24/2024 4:50,888.8888889,11.8,37.012,888.9,136.46,20.48,1.935,36.95,7.873,0.012,1001.25,1001.43,2325.1,327.7,0,0,0,South Indian Ocean
-20.81,68.77,10/7/2024 15:19,1000,8.07,35.819,1001.8,114.25,22.57,2.47,41.34,7.761,0.007,1001.04,1001.24,2432.1,354.9,0.002,0,0,South Indian Ocean
17.73,64.86,2/25/2025 6:36,0,28.06,35.07,1.4,170.1,1.28,0.177,0.24,8.035,0.147,996.44,996.44,2258.1,363.4,0.16,4.959,2000,Arabian Sea
17.73,64.86,3/11/2024 23:58,111.1111111,25.92,35.521,112.1,177.87,2.3,0.638,4.89,8.102,0.269,997.23,997.25,2311.1,362.7,0.597,1.576,216.7,Arabian Sea
17.73,64.86,3/26/2025 8:36,222.2222222,23.68,35.43,221.3,161.04,9.05,0.447,10.79,7.947,0.29,997.61,997.65,2298.3,413,0.031,0.441,23.5,Arabian Sea
17.73,64.86,3/25/2025 23:14,333.3333333,21.45,35.426,334.4,215.17,11.33,0.873,14.7,8.038,0.074,998.05,998.12,2385.1,384.6,0.046,0.124,2.5,Arabian Sea
17.73,64.86,3/23/2025 18:56,444.4444444,19.32,35.611,445.4,125.26,12.35,1.056,19.18,8.056,0.149,998.62,998.71,2394.3,355.4,0.036,0.002,0.3,Arabian Sea
17.73,64.86,10/23/2024 14:17,555.5555556,17.23,35.327,555.1,168.4,12.31,1.202,23.33,7.929,0.014,998.82,998.93,2403.5,375.6,0.049,0.012,0,Arabian Sea
17.73,64.86,3/25/2025 2:26,666.6666667,16.43,36.763,667.6,134.64,15.08,1.365,27.84,7.837,0.043,1000.12,1000.25,2394.4,383.3,0.014,0.004,0,Arabian Sea
17.73,64.86,6/6/2025 0:30,777.7777778,14.34,36.3,778.3,149.6,20.07,1.757,32.34,7.846,0.022,1000.17,1000.33,2418.7,379.6,0.008,0,0,Arabian Sea
17.73,64.86,7/4/2025 6:57,888.8888889,10.42,36.14,887.4,98.12,18.76,1.795,36.2,7.877,0.001,1000.83,1001.01,2420.8,369.2,0.004,0,0,Arabian Sea
17.73,64.86,6/20/2025 14:30,1000,9.26,36.868,1000.2,129.71,24.18,2.423,41.7,7.824,0.001,1001.64,1001.84,2343.5,318.3,0.001,0,0,Arabian Sea
-7.74,45.3,5/18/2024 21:00,0,28.61,35.982,1.7,215.61,3.76,0.152,0.05,8.073,0.411,997.06,997.06,2312.4,370.8,0.732,4.202,2000,Western Indian Ocean
-7.74,45.3,12/7/2024 2:31,111.1111111,26.99,34.611,111.2,159.17,6.02,0.485,5.63,8.124,0.849,996.29,996.31,2271.3,375.4,0.184,1.073,216.7,Western Indian Ocean
-7.74,45.3,2/29/2024 13:47,222.2222222,24.32,36.3,222.4,155.01,7.8,0.644,10.69,7.948,0.132,998.18,998.22,2289.2,367.1,0.206,0.111,23.5,Western Indian Ocean
-7.74,45.3,12/5/2024 23:11,333.3333333,21.46,35.922,332.7,131.43,10.82,0.69,15.01,7.981,0.084,998.45,998.52,2369.3,395.7,0.135,0.075,2.5,Western Indian Ocean
-7.74,45.3,5/30/2024 0:14,444.4444444,19.58,35.953,445.3,170.35,11.67,1.036,19.53,7.927,0.078,998.85,998.94,2361.8,362.3,0.063,0.009,0.3,Western Indian Ocean
-7.74,45.3,7/31/2024 11:51,555.5555556,18.43,35.381,556.4,197.4,15.12,1.511,23.4,7.98,0.076,998.62,998.73,2361.6,357.5,0.011,0.012,0,Western Indian Ocean
-7.74,45.3,8/22/2025 17:32,666.6666667,16.64,36.143,667.1,194.04,14.27,1.531,27.9,7.821,0.023,999.59,999.72,2309.7,380.5,0.017,0.005,0,Western Indian Ocean
-7.74,45.3,8/26/2024 9:55,777.7777778,14.24,35.527,776.4,94.96,19.82,1.84,32.58,7.788,0.014,999.57,999.73,2241.3,337,0.002,0.001,0,Western Indian Ocean
-7.74,45.3,4/3/2024 8:59,888.8888889,11.97,36.942,889.1,124.09,21.24,2.06,36.82,7.792,0.003,1001.16,1001.34,2490.1,332.2,0.005,0,0,Western Indian Ocean
-7.74,45.3,7/12/2025 8:01,1000,8.6,35.761,1000.7,109.79,24.24,2.184,41.91,7.794,0.005,1000.89,1001.09,2393.3,335.1,0.001,0,0,Western Indian Ocean
2.76,112.57,8/17/2025 4:56,0,28.14,34.825,0,240.97,1.11,0.014,1.22,8.193,0.887,996.23,996.23,2219.2,394.4,0.123,2.943,2000,Eastern Indian Ocean
2.76,112.57,2/1/2025 7:15,111.1111111,26.7,35.967,112.5,160.15,4.26,0.391,5.86,7.994,0.318,997.43,997.45,2287.9,384.3,0.31,0.414,216.7,Eastern Indian Ocean
2.76,112.57,3/3/2024 8:30,222.2222222,25.11,36.065,222.6,206.54,7.16,0.691,9.79,8.038,0.362,997.83,997.87,2444.4,411.7,0.041,0.044,23.5,Eastern Indian Ocean
2.76,112.57,4/12/2025 23:28,333.3333333,23.05,36.077,335.3,165.16,10.14,0.928,14.84,8.003,0.026,998.25,998.32,2335.8,375.1,0.184,0.024,2.5,Eastern Indian Ocean
2.76,112.57,11/18/2024 3:04,444.4444444,19.91,36.4,444,196.54,12.42,1.107,18.18,8.053,0.073,999.14,999.23,2422.1,353,0.034,0.036,0.3,Eastern Indian Ocean
2.76,112.57,3/30/2024 5:06,555.5555556,17.28,34.845,555.3,169.44,12.68,1.296,23.93,7.954,0.058,998.42,998.53,2264.5,382.2,0.009,0.012,0,Eastern Indian Ocean
2.76,112.57,5/6/2025 4:05,666.6666667,16.45,35.5,665.6,190.53,15.03,1.448,28.55,7.933,0.008,999.11,999.24,2344.5,377.1,0.012,0.001,0,Eastern Indian Ocean
2.76,112.57,1/8/2024 1:49,777.7777778,13.29,36.084,777.2,140.24,20.3,2.007,32.58,7.81,0.019,1000.21,1000.37,2345.5,319.8,0.009,0.001,0,Eastern Indian Ocean
2.76,112.57,8/10/2024 8:46,888.8888889,11.3,36.171,887.4,100.45,17.88,1.854,35.65,7.797,0.005,1000.68,1000.86,2442.2,370.3,0.004,0,0,Eastern Indian Ocean
2.76,112.57,7/21/2025 22:40,1000,9.72,36.702,1000.1,87.62,24.97,2.394,40.74,7.771,0.004,1001.42,1001.62,2395.5,324.1,0,0,0,Eastern Indian Ocean
-6.39,57.68,2/17/2024 20:14,0,28.13,35.129,1.7,213.5,3.76,0.155,0.02,8.099,0.989,996.48,996.48,2276.8,422.6,0.942,4.754,2000,Western Indian Ocean
-6.39,57.68,2/24/2024 4:10,111.1111111,27.12,36.163,109.7,160.94,3.73,0.329,5.85,8.03,0.665,997.51,997.53,2341,398.6,0.724,0.824,216.7,Western Indian Ocean
-6.39,57.68,9/2/2024 2:27,222.2222222,23.74,35.549,221.4,192.55,6.98,0.735,9.5,8.002,0.452,997.69,997.73,2401.4,412.7,0.361,0.31,23.5,Western Indian Ocean
-6.39,57.68,8/12/2024 17:55,333.3333333,22.45,36.261,335,146.83,9.47,0.804,14.03,7.918,0.091,998.52,998.59,2304.5,352.1,0.021,0.133,2.5,Western Indian Ocean
-6.39,57.68,11/18/2024 8:35,444.4444444,19.39,35.022,442.6,121.02,13.14,1.351,18.25,7.933,0.008,998.14,998.23,2387.3,402.8,0.063,0.02,0.3,Western Indian Ocean
-6.39,57.68,3/30/2025 5:38,555.5555556,17.2,36.181,556.3,182.42,14.77,1.6,23.75,7.936,0.073,999.5,999.61,2414.9,393.7,0.04,0.002,0,Western Indian Ocean
-6.39,57.68,3/1/2025 1:25,666.6666667,14.87,36.811,664.7,193.73,14.85,1.657,27.03,7.825,0.023,1000.47,1000.6,2317.9,368.5,0.023,0.006,0,Western Indian Ocean
-6.39,57.68,12/3/2024 13:21,777.7777778,13.25,36.094,778.4,120.58,18.33,1.99,31.28,7.897,0.023,1000.23,1000.39,2381.8,330,0.009,0.002,0,Western Indian Ocean
-6.39,57.68,5/16/2024 15:08,888.8888889,11.55,36.408,887.4,109.28,21.39,1.813,36.7,7.812,0.004,1000.82,1001,2370.1,335.4,0.003,0,0,Western Indian Ocean
-6.39,57.68,7/9/2025 0:24,1000,8.68,37.495,999.1,99.27,23.04,2.179,41.72,7.893,0.005,1002.26,1002.46,2391.6,301.3,0.001,0,0,Western Indian Ocean
-1.47,119.7,4/2/2025 9:16,0,28.43,35.42,0.9,193.22,2.05,0.369,0.8,8.194,1.421,996.65,996.65,2414.2,402.6,1.163,2.92,2000,Eastern Indian Ocean
-1.47,119.7,4/7/2024 14:10,111.1111111,26.84,35.701,112.9,153.62,3.78,0.299,5.54,7.967,0.301,997.19,997.21,2250.5,370.9,0.67,1.433,216.7,Eastern Indian Ocean
-1.47,119.7,5/25/2025 0:34,222.2222222,23.68,34.364,222.6,144.3,5.09,0.746,10.05,7.949,0.282,996.76,996.8,2265.7,414.1,0.41,0.521,23.5,Eastern Indian Ocean
-1.47,119.7,3/23/2025 20:21,333.3333333,22.81,35.768,333.3,162.74,8.91,0.844,14.47,7.964,0.177,998.05,998.12,2335.9,352.9,0.046,0.025,2.5,Eastern Indian Ocean
-1.47,119.7,12/6/2024 13:37,444.4444444,19.43,36.411,445.7,162.53,11.74,0.981,19.67,7.986,0.162,999.24,999.33,2320.2,354.3,0.1,0.019,0.3,Eastern Indian Ocean
-1.47,119.7,1/24/2024 18:50,555.5555556,17.59,35.853,555.8,195.07,12.54,1.226,22.8,7.968,0.015,999.16,999.27,2396.8,336.2,0.03,0.004,0,Eastern Indian Ocean
-1.47,119.7,7/22/2025 21:05,666.6666667,15.4,35.682,665.4,188.32,14.02,1.38,27.13,7.952,0.036,999.47,999.6,2334.5,356.6,0.002,0,0,Eastern Indian Ocean
-1.47,119.7,11/26/2024 13:43,777.7777778,13.72,36.592,778.7,87.97,20.15,1.588,31.24,7.943,0.024,1000.53,1000.69,2353.1,366.1,0.007,0,0,Eastern Indian Ocean
-1.47,119.7,2/1/2024 6:57,888.8888889,10.58,36.682,887.6,136.57,20.88,2.075,36.68,7.808,0.003,1001.23,1001.41,2407.2,353.5,0.003,0,0,Eastern Indian Ocean
-1.47,119.7,4/14/2024 23:05,1000,8.53,37.321,1001,135.91,24.89,2.151,40.64,7.773,0.006,1002.15,1002.35,2359.9,325.3,0,0,0,Eastern Indian Ocean
17.2,93.05,1/29/2025 3:12,0,29.01,35.284,1.7,228.68,4.63,0.187,0.26,8.061,1.173,996.43,996.43,2313.5,430.9,1.321,2.104,2000,Bay of Bengal
17.2,93.05,8/26/2024 20:28,111.1111111,25.81,36.096,109.5,188.25,6.76,0.523,5.96,8.102,0.572,997.71,997.73,2352.1,374.4,0.642,0.053,216.7,Bay of Bengal
17.2,93.05,6/11/2024 20:54,222.2222222,24.53,35.375,220.8,151.94,8.55,0.483,10.25,7.934,0.066,997.39,997.43,2259.2,405.7,0.285,0.526,23.5,Bay of Bengal
17.2,93.05,9/22/2024 17:34,333.3333333,23.03,36.285,332.4,214.91,8.75,1.058,15.09,8.021,0.157,998.42,998.49,2417.7,401.7,0.024,0.118,2.5,Bay of Bengal
17.2,93.05,1/26/2025 2:27,444.4444444,20.88,35.652,444.3,120.18,10.3,1.018,19.33,7.934,0.023,998.35,998.44,2265.3,404.4,0.091,0.053,0.3,Bay of Bengal
17.2,93.05,1/21/2024 6:28,555.5555556,17.04,36.143,553.7,170.95,12.3,1.141,23.13,7.886,0.063,999.51,999.62,2321,336.8,0.024,0.013,0,Bay of Bengal
17.2,93.05,5/9/2024 13:23,666.6666667,15.8,36.062,665.4,163.02,14.64,1.805,28.65,7.805,0.007,999.69,999.82,2366.3,324.2,0.013,0.004,0,Bay of Bengal
17.2,93.05,12/24/2024 13:25,777.7777778,13.2,35.791,776.2,141.06,15.68,1.96,32.19,7.819,0.024,999.99,1000.15,2438.5,330.1,0.007,0.001,0,Bay of Bengal
17.2,93.05,9/5/2024 6:00,888.8888889,11.11,36.822,890.3,98.28,18.22,2.077,37.14,7.797,0.003,1001.24,1001.42,2444.8,376.2,0.001,0,0,Bay of Bengal
17.2,93.05,10/1/2024 8:56,1000,9.06,35.511,999.9,84.48,22.84,2.125,41.31,7.778,0.006,1000.6,1000.8,2400.2,302.4,0.002,0,0,Bay of Bengal
9.52,113.11,4/3/2024 2:45,0,28.75,34.292,1.5,200.57,1.28,0.249,0.94,8.029,1.168,995.68,995.68,2176.8,366.4,0.793,0.791,2000,Eastern Indian Ocean
9.52,113.11,4/27/2024 23:17,111.1111111,26.36,34.971,112.1,238.06,6.76,0.477,5.21,8.022,0.227,996.7,996.72,2354.6,408.4,0.471,0.307,216.7,Eastern Indian Ocean
9.52,113.11,6/2/2024 10:10,222.2222222,24.98,34.761,223,167.64,4.69,0.773,10.67,7.984,0.11,996.81,996.85,2258.8,408.8,0.437,0.267,23.5,Eastern Indian Ocean
9.52,113.11,4/17/2024 19:31,333.3333333,21.76,35.652,335,158.78,6.73,0.82,15.3,8.001,0.262,998.17,998.24,2319.7,382.6,0.156,0.097,2.5,Eastern Indian Ocean
9.52,113.11,11/16/2024 16:41,444.4444444,20.05,35.273,443.4,130.87,10.16,1.128,19.55,7.938,0.041,998.21,998.3,2405.3,379.2,0.068,0.046,0.3,Eastern Indian Ocean
9.52,113.11,5/13/2025 15:47,555.5555556,18.85,36.474,557,123,14.34,1.451,23.76,7.851,0.037,999.41,999.52,2373.9,360.8,0.02,0.015,0,Eastern Indian Ocean
9.52,113.11,8/21/2024 4:36,666.6666667,15.1,35.641,664.8,153.5,15.18,1.463,28.63,7.939,0.016,999.49,999.62,2283.9,342.1,0.002,0.004,0,Eastern Indian Ocean
9.52,113.11,1/9/2024 2:11,777.7777778,13.69,36.93,777.6,179.7,19.22,1.98,32.15,7.782,0.02,1000.81,1000.97,2343.7,367.7,0.009,0,0,Eastern Indian Ocean
9.52,113.11,10/13/2024 11:31,888.8888889,10.32,35.489,888.4,98.78,19.83,1.848,37.41,7.899,0.003,1000.33,1000.51,2271.4,328,0.003,0,0,Eastern Indian Ocean
9.52,113.11,2/8/2025 3:58,1000,8.34,37.166,1000.9,99.11,24.78,2.274,40.43,7.749,0.01,1002.06,1002.26,2477,349.6,0,0,0,Eastern Indian Ocean
-3.52,58.08,11/29/2024 8:26,0,28.39,35.897,-0.8,222.15,0.48,0.41,1.57,8.129,0.29,997.04,997.04,2400.6,383.5,0.799,4.627,2000,Western Indian Ocean
-3.52,58.08,8/14/2024 22:04,111.1111111,27.42,35.786,110.5,216.63,2.98,0.301,5.35,8.098,0.658,997.14,997.16,2251.1,379.4,0.871,0.512,216.7,Western Indian Ocean
-3.52,58.08,1/2/2025 9:39,222.2222222,24.75,34.926,222.7,175.67,4.95,0.628,10.05,8.121,0.135,996.99,997.03,2371,382,0.101,0.503,23.5,Western Indian Ocean
-3.52,58.08,8/13/2024 1:37,333.3333333,22.71,35.672,332.7,194.25,7.04,0.722,13.94,8.046,0.188,998,998.07,2380.4,374.8,0.154,0.136,2.5,Western Indian Ocean
-3.52,58.08,8/1/2024 1:18,444.4444444,19.95,35.32,442.7,189.64,10.09,0.999,18.11,7.976,0.061,998.27,998.36,2244.1,350.2,0.096,0.045,0.3,Western Indian Ocean
-3.52,58.08,3/25/2025 6:32,555.5555556,18.84,35.552,555.4,151.47,14.47,1.534,22.31,7.967,0.062,998.67,998.78,2269.1,373.3,0.041,0.016,0,Western Indian Ocean
-3.52,58.08,2/26/2025 10:28,666.6666667,15.92,35.09,668.4,176.67,14.19,1.748,27.46,7.897,0.025,998.89,999.02,2388.8,381.9,0.008,0.006,0,Western Indian Ocean
-3.52,58.08,11/20/2024 4:38,777.7777778,14.39,35.468,776.5,111.38,16.43,1.747,32.09,7.801,0.03,999.5,999.66,2241.3,358.1,0.011,0.001,0,Western Indian Ocean
-3.52,58.08,2/28/2024 7:48,888.8888889,10.49,37.131,887.4,159.83,21.25,2.03,37.42,7.924,0.015,1001.61,1001.79,2329.8,336.5,0.001,0,0,Western Indian Ocean
-3.52,58.08,8/13/2025 22:37,1000,8.69,36.865,999.1,118.64,21.7,2.333,40.94,7.829,0.008,1001.75,1001.95,2351.3,336.5,0,0,0,Western Indian Ocean
10.84,61.97,1/30/2024 16:55,0,28.63,35.109,1.3,159.06,4.52,0.168,1.94,8.012,1.17,996.36,996.36,2252.3,422.5,1.411,1.723,2000,Arabian Sea
10.84,61.97,1/12/2024 9:50,111.1111111,26.56,34.576,110.7,209.23,4.61,0.471,4.75,8.064,0.777,996.35,996.37,2345.7,413.1,0.24,0.406,216.7,Arabian Sea
10.84,61.97,5/30/2024 10:10,222.2222222,24.94,34.681,222.2,143.39,8.01,0.644,9.16,7.963,0.457,996.76,996.8,2332.6,356.8,0.078,0.315,23.5,Arabian Sea
10.84,61.97,1/6/2024 23:08,333.3333333,21.94,34.63,334.9,139.34,8.66,1.138,15.28,8.051,0.05,997.32,997.39,2223.7,393.5,0.089,0.129,2.5,Arabian Sea
10.84,61.97,3/27/2025 12:25,444.4444444,21.07,35.855,445.5,191.09,11.66,1.325,19.4,7.911,0.127,998.47,998.56,2367.4,401.4,0.095,0.021,0.3,Arabian Sea
10.84,61.97,5/27/2025 18:39,555.5555556,18.15,36.244,554.6,118.32,12.91,1.564,22.49,7.99,0.064,999.37,999.48,2401.1,357.3,0.008,0.002,0,Arabian Sea
10.84,61.97,6/19/2024 1:48,666.6666667,16.27,36.475,668.2,184.15,14.11,1.359,26.95,7.845,0.021,999.93,1000.06,2443.3,327.2,0.008,0.004,0,Arabian Sea
10.84,61.97,1/2/2025 3:49,777.7777778,13.37,35.168,776.4,181.26,20.3,1.885,32.85,7.835,0.02,999.46,999.62,2373,347.9,0.006,0,0,Arabian Sea
10.84,61.97,5/14/2025 3:03,888.8888889,10.24,36.579,888.6,176.4,21.72,2.15,37.43,7.745,0.013,1001.22,1001.4,2432.6,307.3,0.004,0,0,Arabian Sea
10.84,61.97,1/15/2025 8:56,1000,9,36.548,1000.4,96.55,23.39,2.138,41.32,7.715,0.008,1001.44,1001.64,2378.9,344.1,0.002,0,0,Arabian Sea
12.17,94.8,2/23/2024 21:23,0,29.69,34.965,-0.6,154.27,4.23,0.307,1.17,8.022,0.171,996.03,996.03,2311.5,374.4,0.83,1.014,2000,Bay of Bengal
12.17,94.8,11/18/2024 22:43,111.1111111,27.4,35.039,110.6,203.67,4.23,0.523,5.18,8.157,0.615,996.55,996.57,2295.8,364.1,0.56,0.269,216.7,Bay of Bengal
12.17,94.8,7/20/2024 12:13,222.2222222,24.68,35.176,222.9,173.97,4.74,0.859,10.04,8.093,0.258,997.2,997.24,2308.9,368.7,0.135,0.266,23.5,Bay of Bengal
12.17,94.8,5/11/2024 16:21,333.3333333,22.73,34.667,334.3,183.62,7.28,0.921,13.4,8.05,0.139,997.19,997.26,2216.9,386.5,0.123,0.102,2.5,Bay of Bengal
12.17,94.8,3/21/2025 16:58,444.4444444,19.46,35.233,444,152.85,9.25,0.912,18.9,8.038,0.114,998.29,998.38,2317.2,357,0.096,0.003,0.3,Bay of Bengal
12.17,94.8,1/8/2025 9:08,555.5555556,17.07,36.727,557.1,162.21,11.97,1.273,23.3,7.979,0.062,999.97,1000.08,2396.4,342.3,0.037,0.009,0,Bay of Bengal
12.17,94.8,1/30/2025 4:34,666.6666667,15.07,36.548,664.9,111.29,17.84,1.696,27.2,7.991,0.019,1000.22,1000.35,2387.1,359.5,0.022,0.002,0,Bay of Bengal
12.17,94.8,7/17/2024 22:18,777.7777778,13.94,35.438,779.5,175.12,19.45,1.898,32.97,7.914,0.012,999.56,999.72,2284.7,329,0.008,0.002,0,Bay of Bengal
12.17,94.8,2/9/2025 10:48,888.8888889,11.56,36.515,887.4,146.03,19.33,2.079,35.98,7.833,0.01,1000.9,1001.08,2390.6,346.3,0.004,0,0,Bay of Bengal
12.17,94.8,8/26/2024 14:50,1000,8.27,35.908,998.7,74.35,23.35,2.39,41.12,7.725,0.004,1001.07,1001.27,2361.5,359.9,0,0,0,Bay of Bengal
11.14,73.32,6/25/2025 21:33,0,28.51,34.675,-1,190.38,3.22,0.363,0.22,8.117,1.47,996.04,996.04,2358.4,379.7,0.767,1.34,2000,Arabian Sea
11.14,73.32,1/26/2025 9:28,111.1111111,26.66,35.205,110.6,195.34,6.63,0.516,5.34,8.033,0.429,996.83,996.85,2330.6,364.3,0.871,0.184,216.7,Arabian Sea
11.14,73.32,1/2/2025 22:38,222.2222222,25.36,35.402,223.1,146.83,8.65,0.636,10.1,7.951,0.018,997.25,997.29,2371.2,357.6,0.175,0.194,23.5,Arabian Sea
11.14,73.32,10/18/2024 10:10,333.3333333,21.48,35.205,333.8,151.26,7.1,0.817,14.49,8.052,0.223,997.87,997.94,2286.7,392.8,0.102,0.144,2.5,Arabian Sea
11.14,73.32,4/8/2024 21:09,444.4444444,19.56,36.232,444.3,181.85,13.79,1.033,17.97,8.029,0.116,999.07,999.16,2390.9,353.1,0.025,0.013,0.3,Arabian Sea
11.14,73.32,4/14/2024 21:05,555.5555556,18.39,35.365,557.1,123.32,12.91,1.266,24.12,8.007,0.082,998.61,998.72,2335.7,390.3,0.034,0.016,0,Arabian Sea
11.14,73.32,7/5/2025 15:08,666.6666667,15.13,36.371,668,147.03,15.25,1.705,26.85,7.864,0.038,1000.07,1000.2,2459.1,330.9,0.009,0,0,Arabian Sea
11.14,73.32,2/4/2024 2:43,777.7777778,12.49,36.007,778.8,173.04,17.82,1.771,32.57,7.843,0.029,1000.31,1000.47,2367,353.3,0.006,0.001,0,Arabian Sea
11.14,73.32,2/21/2024 9:09,888.8888889,11.74,35.376,890,140.62,19.54,2.14,35.97,7.871,0.004,999.95,1000.13,2375.7,353.2,0.001,0,0,Arabian Sea
11.14,73.32,3/13/2024 7:43,1000,9.69,36.437,1000.4,104.36,23.3,2.264,41.31,7.771,0.009,1001.21,1001.41,2460.7,321.7,0,0,0,Arabian Sea
1.92,45.05,6/18/2025 9:59,0,29.63,35.258,0.9,181.51,3.31,0.072,0.8,8.132,1.106,996.28,996.28,2281.9,411.2,0.882,4.145,2000,Western Indian Ocean
1.92,45.05,9/8/2024 6:24,111.1111111,26.77,35.611,110.8,187.98,5.65,0.399,6.28,8.047,0.429,997.13,997.15,2369,399.8,0.706,0.744,216.7,Western Indian Ocean
1.92,45.05,7/10/2024 16:59,222.2222222,24.68,34.401,220.4,229.9,5.51,0.721,10.79,8.101,0.252,996.58,996.62,2307.1,372.6,0.357,0.15,23.5,Western Indian Ocean
1.92,45.05,4/12/2024 0:30,333.3333333,21.64,35.367,333.7,165.36,9.9,1.124,13.96,7.943,0.101,997.97,998.04,2416.2,385.9,0.18,0.118,2.5,Western Indian Ocean
1.92,45.05,9/17/2024 0:35,444.4444444,19.54,36.595,445.2,170.91,13.32,0.922,19.65,7.895,0.041,999.37,999.46,2460.6,390,0.079,0.051,0.3,Western Indian Ocean
1.92,45.05,6/4/2024 6:01,555.5555556,18.19,35.807,557,201.11,15.62,1.604,22.74,7.908,0.022,999.01,999.12,2264.9,353.6,0.003,0.014,0,Western Indian Ocean
